,,,,,,Value,Value,Val error,Val error
,,,,,,mean,std,mean,std
Experiment_id,Dataset,Training,Adaptation steps,Horizon,Vrae weight,,,,
VRAE12_ABLATION,BATTERY,MMAML,0,10,0.0,0.038894470781087875,0.001584331772549491,0.03839853157599767,0.0014045291917830474
VRAE12_ABLATION,BATTERY,MMAML,1,1,0.0,0.0029599424451589584,0.0002429170141608526,,
VRAE12_ABLATION,BATTERY,MMAML,1,10,0.0,0.0026154198373357453,0.00038763838049326997,0.0028292383067309856,0.0003484450517511657
VRAE12_ABLATION_1,BATTERY,MMAML,0,1,0.0,0.002647193055599928,0.00026591406590870977,,
VRAE12_ABLATION_1,BATTERY,MMAML,0,10,0.0,0.002127889054827392,0.0004522199285947222,0.0024311997927725314,0.0005347020549881232
VRAE12_ABLATION_1,BATTERY,MMAML,1,1,0.0,0.002277304884046316,0.00023174211654486624,,
VRAE12_ABLATION_1,BATTERY,MMAML,1,10,0.0,0.0018972727935761212,0.0005351883008817194,0.002172479568980634,0.0006151907187052548
VRAE12_ABLATION_2,BATTERY,MMAML,0,1,0.0,0.005822794511914253,0.000498532607269949,,
VRAE12_ABLATION_2,BATTERY,MMAML,0,10,0.0,0.005035887565463781,0.0006284780804292645,0.005080959759652615,0.0005224657898748205
VRAE12_ABLATION_2,BATTERY,MMAML,1,1,0.0,0.0023383697029203177,0.00021796101561543597,,
VRAE12_ABLATION_2,BATTERY,MMAML,1,10,0.0,0.002124488493427634,0.00029004174598003496,0.0021712560672312977,0.0002849741227687106
VRAE1_ABLATION,HR,MMAML,0,1,0.1,0.05612328896919886,0.006923025233176748,,
VRAE1_ABLATION,HR,MMAML,0,10,0.1,0.07789372156063716,0.007236523064303049,0.071653147538503,0.002540426751556588
VRAE1_ABLATION,HR,MMAML,1,1,0.1,0.04718971997499466,0.0020093845617010146,,
VRAE1_ABLATION,HR,MMAML,1,10,0.1,0.07251760363578796,0.004114789312232172,0.06583419938882192,0.0024934727097727476
VRAE1_ABLATION_1,HR,MMAML,0,1,0.1,0.0547110490500927,0.0048632894645652255,,
VRAE1_ABLATION_1,HR,MMAML,0,10,0.1,0.0749777227640152,0.004961155895867797,0.07201266437768936,0.001824807492520615
VRAE1_ABLATION_1,HR,MMAML,1,1,0.1,0.045860950648784635,0.0025251006591812887,,
VRAE1_ABLATION_1,HR,MMAML,1,10,0.1,0.0694262683391571,0.003259151519079215,0.06525593996047974,0.0013807032675847851
VRAE2_ABLATION,HR,MMAML,0,1,0.01,0.04824663077791532,0.0017401337456771416,,
VRAE2_ABLATION,HR,MMAML,0,10,0.01,0.06835606694221497,0.003149427542426666,0.07139083743095398,0.0025264377380319206
VRAE2_ABLATION,HR,MMAML,1,1,0.01,0.044738938411076866,0.0008992536789231588,,
VRAE2_ABLATION,HR,MMAML,1,10,0.01,0.06544926390051842,0.0026781664926786852,0.06444540868202846,0.001151620053449754
VRAE2_ABLATION_1,HR,MMAML,0,1,0.01,0.05436719357967377,0.0027800872314891873,,
VRAE2_ABLATION_1,HR,MMAML,0,10,0.01,0.0745879665017128,0.003177039394850749,0.06967739164829254,0.0023112622183036956
VRAE2_ABLATION_1,HR,MMAML,1,1,0.01,0.046184084564447406,0.0015556939365032856,,
VRAE2_ABLATION_1,HR,MMAML,1,10,0.01,0.06933151483535767,0.0019946333861159482,0.06335325539112091,0.0011851384006355767
VRAE3_ABLATION,HR,MMAML,0,1,0.001,0.05135329688588778,0.002564466389678349,,
VRAE3_ABLATION,HR,MMAML,0,10,0.001,0.07257276773452759,0.0031244847399977405,0.07214491317669551,0.001549952077723317
VRAE3_ABLATION,HR,MMAML,1,1,0.001,0.04509011283516884,0.00102028560358221,,
VRAE3_ABLATION,HR,MMAML,1,10,0.001,0.06886740525563557,0.0031993280536778313,0.06669841706752777,0.0006608209678634311
VRAE3_ABLATION_1,HR,MMAML,0,1,0.001,0.05009555444121361,0.0018787641641240722,,
VRAE3_ABLATION_1,HR,MMAML,0,10,0.001,0.07059730291366577,0.00252834844112617,0.07036564350128174,0.0020294921066907686
VRAE3_ABLATION_1,HR,MMAML,1,1,0.001,0.04414792135357857,0.001818638102298927,,
VRAE3_ABLATION_1,HR,MMAML,1,10,0.001,0.06798593699932098,0.003731819807989319,0.06462457254529,0.0020562573475556224
VRAE4_ABLATION,HR,MMAML,0,1,0.0,0.04908972233533859,0.0034374241384497787,,
VRAE4_ABLATION,HR,MMAML,0,10,0.0,0.06985430171092351,0.0031902335636497204,0.07142070680856705,0.004005955369759164
VRAE4_ABLATION,HR,MMAML,1,1,0.0,0.044581921150286995,0.001438239303506823,,
VRAE4_ABLATION,HR,MMAML,1,10,0.0,0.06684727966785431,0.0015215978935495908,0.06407903134822845,0.002337686715942975
VRAE4_ABLATION_1,HR,MMAML,0,1,0.0,0.049750824272632596,0.0032719883690955965,,
VRAE4_ABLATION_1,HR,MMAML,0,10,0.0,0.07116164416074752,0.0035030910977906647,0.0717058539390564,0.0021594489836024434
VRAE4_ABLATION_1,HR,MMAML,1,1,0.0,0.045259430259466174,0.0011541790640103816,,
VRAE4_ABLATION_1,HR,MMAML,1,10,0.0,0.06920718103647232,0.0035241987537143926,0.065119169652462,0.0018980934851205913
VRAE5_ABLATION,POLLUTION,MMAML,0,1,0.1,0.04144445185859998,0.0017146407612554726,,
VRAE5_ABLATION,POLLUTION,MMAML,0,10,0.1,0.04218745852510134,0.0009241023856597784,0.03143970606227716,0.0010345647278860338
VRAE5_ABLATION,POLLUTION,MMAML,1,1,0.1,0.040895974884430565,0.0011013760345229137,,
VRAE5_ABLATION,POLLUTION,MMAML,1,10,0.1,0.04153060043851534,0.00021643141424930164,0.030186486120025318,0.0007171733233045035
VRAE5_ABLATION_1,POLLUTION,MMAML,0,1,0.1,0.043609926104545595,0.0031103184322669366,,
VRAE5_ABLATION_1,POLLUTION,MMAML,0,10,0.1,0.04327600598335266,0.0018554728836126892,0.03134690597653389,0.0013013539228805121
VRAE5_ABLATION_1,POLLUTION,MMAML,1,1,0.1,0.042123550176620485,0.002370384052383012,,
VRAE5_ABLATION_1,POLLUTION,MMAML,1,10,0.1,0.042188650369644164,0.0013215151570152123,0.028821561858057974,0.0009818601835596985
VRAE6_ABLATION,POLLUTION,MMAML,0,1,0.01,0.04758003478248914,0.007675485089711701,,
VRAE6_ABLATION,POLLUTION,MMAML,0,10,0.01,0.04498067870736122,0.004448915188735212,0.030026123548547428,0.0010691651715828646
VRAE6_ABLATION,POLLUTION,MMAML,1,1,0.01,0.04507854456702868,0.005436700405964457,,
VRAE6_ABLATION,POLLUTION,MMAML,1,10,0.01,0.043133476128180824,0.0027952829341359067,0.028068701426188152,0.0003097617209984722
VRAE6_ABLATION_1,POLLUTION,MMAML,0,1,0.01,0.04267783686518669,0.0022500403634668686,,
VRAE6_ABLATION_1,POLLUTION,MMAML,0,10,0.01,0.04322958290576935,0.0010539327691245204,0.03070155717432499,0.0009723256011872649
VRAE6_ABLATION_1,POLLUTION,MMAML,1,1,0.01,0.041465208679437635,0.001700173331750087,,
VRAE6_ABLATION_1,POLLUTION,MMAML,1,10,0.01,0.04212845042347908,0.0007393331445946189,0.0289554625749588,0.0006594322092178823
VRAE7_ABLATION,POLLUTION,MMAML,0,1,0.001,0.04490948344270388,0.0023134384422014635,,
VRAE7_ABLATION,POLLUTION,MMAML,0,10,0.001,0.043861652414004006,0.0016918636323891346,0.03109547309577465,0.0010760384416844565
VRAE7_ABLATION,POLLUTION,MMAML,1,1,0.001,0.04301822682221731,0.0012358371616603716,,
VRAE7_ABLATION,POLLUTION,MMAML,1,10,0.001,0.04247821246584257,0.0008065195593451027,0.02911657529572646,0.0007226715934861049
VRAE7_ABLATION_1,POLLUTION,MMAML,0,1,0.001,0.04442426413297653,0.006153488012464607,,
VRAE7_ABLATION_1,POLLUTION,MMAML,0,10,0.001,0.04372350350022316,0.004241922455424148,0.030632420629262924,0.0008235971149922875
VRAE7_ABLATION_1,POLLUTION,MMAML,1,1,0.001,0.04294061288237572,0.004291335822092527,,
VRAE7_ABLATION_1,POLLUTION,MMAML,1,10,0.001,0.04243061393499374,0.002832563258333534,0.02907417677342892,0.0009854083672777097
VRAE8_ABLATION,POLLUTION,MMAML,0,1,0.0,0.047562760611375175,0.00814094764630274,,
VRAE8_ABLATION,POLLUTION,MMAML,0,10,0.0,0.045427254090706505,0.005687374673155365,0.02929493101934592,0.0021290614667320703
VRAE8_ABLATION,POLLUTION,MMAML,1,1,0.0,0.04473230615258217,0.004521719184753942,,
VRAE8_ABLATION,POLLUTION,MMAML,1,10,0.0,0.042906307925780617,0.003023936689033008,0.027251757060488064,0.0007951331800012052
VRAE8_ABLATION_1,POLLUTION,MMAML,0,1,0.0,0.04195912182331085,0.000990830762200316,,
VRAE8_ABLATION_1,POLLUTION,MMAML,0,10,0.0,0.04192128852009773,0.000745844992353554,0.02968459315598011,0.0005536575650596028
VRAE8_ABLATION_1,POLLUTION,MMAML,1,1,0.0,0.04105022251605987,0.0008387766665873545,,
VRAE8_ABLATION_1,POLLUTION,MMAML,1,10,0.0,0.04126249775290489,0.0005287455439338669,0.0283293254673481,0.0004381264534551796
VRAE9_ABLATION,BATTERY,MMAML,0,1,0.1,0.0401909276843071,0.003742856365138862,,
VRAE9_ABLATION,BATTERY,MMAML,0,10,0.1,0.03988238796591759,0.0038041561617441987,0.03945057466626167,0.003949997841318703
VRAE9_ABLATION,BATTERY,MMAML,1,1,0.1,0.0026681324622283378,0.00016807918622281203,,
VRAE9_ABLATION,BATTERY,MMAML,1,10,0.1,0.002213704865425825,0.00021349560447093936,0.002469178754836321,0.0002164639032031528
VRAE9_ABLATION_1,BATTERY,MMAML,0,1,0.1,0.0031577763613313435,0.0006476247803104978,,
VRAE9_ABLATION_1,BATTERY,MMAML,0,10,0.1,0.0025695761665701865,0.000622770781722314,0.0028631313238292933,0.0006202649381419523
VRAE9_ABLATION_1,BATTERY,MMAML,1,1,0.1,0.0027355430647730827,0.0006374215062882756,,
VRAE9_ABLATION_1,BATTERY,MMAML,1,10,0.1,0.002353984699584544,0.0006870822109817195,0.002647534036077559,0.0007075267715608666
VRAE9_ABLATION_2,BATTERY,MMAML,0,1,0.1,0.006331022456288337,0.0011364288197460517,,
VRAE9_ABLATION_2,BATTERY,MMAML,0,10,0.1,0.005076181422919035,0.0006018521598945909,0.005175421666353941,0.0007160863011486656
VRAE9_ABLATION_2,BATTERY,MMAML,1,1,0.1,0.0025310369208455087,0.0003614664082653329,,
VRAE9_ABLATION_2,BATTERY,MMAML,1,10,0.1,0.002417020918801427,0.0005471953720324996,0.0026729760691523554,0.0005383897258288268
